2 | תחנה מרכזית,57029;51129;51102;51090;58004;58005;58006;51094;51148;51158;51125;58007;58008;58009;51007;51005;51012;51022;56944;51051;51049;51053;51070;51084;57025;57026;57027;57028;59928;10466;13620;11340;19624;10453;19899;10255;10269;10460;19645;10459;10277;19646;10284;19647;19648;19649;10281;10279;19650;10273;10505;19651;19652;19616;10683;19617;19618;19619;19620;19601;19602;19582;19603;19604;19621;19622;19623;10785;10772;10773;19597;10774;10775;19591;19592;19637;19638;19594;19595;19596;19654;19655;19656;19693;19657;19694;10455;19703;10266;10267;19644;10730;10731;10456;10313;19529;14226;14218;14212;14197;16096;16097;16094;16092;16095;16479;16098;14214;10842;10877;16083;14217;16084;14233;14236;16027;14255;14256;14434;14435;14251;14244;16100;14433;16101;16102;14262;16481;14261;14253;14273;14281;14283;16103;16104;16105;16108;16111;16109;16085;16086;14266;12449;12471;15854;15870;18153;14803;14801;15224;15164;18364;15207;15225;14807;14756;14781;14784;15200;10081;10078;10079;14762;10086;14766;10091;15191
3 | קניון נהריה,50153;50178;59065;50194;50227;50234;50244;50236;50226;50209;50159;50148;50101;50111;52362;50090;50062;50054;50049;50046;56555;56437;50142;56533;56536;50140;50160;50173;50155;50143;59328;52570
6א | תחנה מרכזית,58002;58469;51087;59922;51102;51090;58004;58005;58006;51079;53639;51044;51068;53585;53168;50994;51015;57023;51037;51042;51041;51094;51148;51158;51125;57025;57026;57027;57028;59928;57971;57029;51141
12 | מעלות תרשיחא: כלנית,52167;53125;50790;52145;55137;50723;59754;50557;50517;50492;50694;58357;58355;50541;58358;59160;50567;59159;59913;58210;50523;59914;50513;50537;50564;50579;50608;59321;50622;50615;50599;50640
475 | לוד: גני אביב,21256;22934;25655;21434;21209;25693;20335;21190;21281;21218;21486;21379;31640;31713;31494;31164;31269;31642;31570;31668;31334;31052;31336;35124;31410;38134;35126;35128;37785;30968;30966;31025;31024;31041;30951;30954;30949;31022;31005;31006;30941
22 | תחנה מרכזית,50093;50128;50134;50135;53745;59064;50186;50190;50196;50225;59286;56663;50168;50181;50218;50254;50258;50267;50288;50299;55177;55184;50327;50322;57818;57817;57816;57815;55179;57814;59067;51503;51506;51504;51505;51508;51509;51490;51511;51514;53747;59066;50359;50342;57813;57812;57811;57810;57809;50306;50304;50300;51581;50287;50269;50259;50256;50217;50179;56664;50212;50215;50195;50189;50178;50175;52766;59905;50125;50096;11621;10974;10952;19432;18561;19431;13174;13176;13177;10926;10920;13180;19430;18611;13182;10953;10968;18568;10983;10997;19436;11071;11080;19438;19439;11117;11109;11106;13159;11294;11296;15356;11297;14340;11119;13124;11120;11176;51492;50925;59345;50968;57963;57964;57965;59726;59728;59723;59724;59725;59727;59729;51332;51329;51327;51304;51300;51311;51303;51291;59920;51239;51236;59918;58469;51087;51099
23 | חניתה: מרכז,50093;50128;50134;50135;53745;59064;50186;50190;50196;50225;59286;56663;50168;50181;50218;50254;50258;50267;50288;50299;55177;55184;50331;59067;55166;55150
23 | נהריה: תחנה מרכזית,50402;55152;50342;50330;50327;50322;50306;50304;50300;50287;50269;50259;50256;50217;50179;56664;50212;50215;50195;50189;50178;50175;52766;59905;50125;50096
24 | עראמשה: מרכז,50093;50128;50134;50135;53745;59064;50186;50190;50196;50225;59286;56663;50168;50181;50218;50254;50258;50267;50288;55174;55175;50342;59095;50409;50417;50430;59453;59455;59456;59454;56389;56390;56391;56392;56393;56394;59090;50451;59329;59330
27 | שתולה: מרכז,50093;50128;50134;50135;53745;59064;50186;50190;50196;50225;59286;56663;50168;50181;50218;50254;50258;50267;50288;55174;55175;50342;59095;50408;50412;50410;59122;59097;59096;50414;50440;59099;59100;59101;59102;59104;59105;59290;59107;59108;59109;58346;59291;59110;50594;59112;59113;50662;50720;59115;59118;59337;59338;58351;50698;50724
27 | נהריה: תחנה מרכזית,59114;50776;50720;50700;59115;59118;59337;59119;50620;59898;59132;59120;59108;59109;58346;59133;59099;59100;59101;59102;59336;50454;50441;50412;50410;59122;59097;59096;50407;59140;56107;50300;50287;50269;50259;50256;50217;50179;56664;50212;50215;50195;50189;50178;50175;52766;59905;50125;50096
28 | מתת: מרכז,50093;50128;50134;50135;53745;59064;50186;50190;50196;50225;59286;56663;50168;50181;50218;50254;50258;50267;50288;55174;55175;50342;59095;50408;50414;50440;59290;59107;59291;59110;50594;59112;59113;50654;50664;50688;59124;59125;59126;50662;50720;50700;59908;59127;59910;59128;50888;59129
28 | נהריה: תחנה מרכזית,50899;59130;50903;50889;59131;59909;59127;50797;59338;58351;50698;50654;50664;50688;59124;59125;59126;59119;50620;59898;59132;59120;59133;50454;50441;50415;50407;59140;56107;50300;50287;50269;50259;50256;50217;50179;56664;50212;50215;50195;50189;50178;50175;52766;59905;50125;50096
39 | נהריה: תחנה מרכזית,50640;50661;59324;58235;50689;59143;59084;59141;59142;50669;59077;50644;50659;50622;50615;50587;50612;50581;50565;50511;59312;50494;59302;59959;59289;50444;59344;50421;50420;59300;50435;50419;50362;50297;50283;50274;50257;50210;50151;50121
41 | א טייבה: מרכז,52174;55156;55205;56465;55378;55376;55322;56849;56850;56851;55288;55431;54566;54565
41 | עפולה: תחנה מרכזית,54564;54586;54567;55428;55431;55361;55288;55392;55399;55523;55323;55377;55379;55212;55206;55250
42 | גזית: מרכז,52174;55624;55240;55047;55049;56020;55400;56948;55333;55340;55508;54558;55010;55504;55220;55221;55469;55470;55397;54523;54525;54526;55219;55562
36 | אור יהודה: מסוף אור יהודה,20277;22920;25841;25833;25831;25835;25848;20699;25823;21516;21100;27005;21023;21028;21119;25749;25746;25744;25742;21531;20335;21190;21281;21218;21486;21282;21379;31640;31713;31663;31664;38148;38149;31268;31596;31725;31661;31676;31312;38146;35454
56 | יקנעם עילית: שער הגיא,52174;55043;55641;55345;55366;55505;55533;55560;55531;54869;54870;55406;55335;55232;55665;55357;55381;55455;55402;51531;52656;52255;59677;53434;59585
56 | עפולה: תחנה מרכזית,51243;53502;59588;53437;52626;52258;52256;55521;55513;55403;55456;55382;55232;55665;55358;55336;54869;54870;55407;55533;55560;55532;55506;59566;55346;55091;55092
36 | תל אביב יפו: מסוף רדינג,31313;31899;31898;31676;31312;31207;31335;38159;38138;31212;31205;38147;31653;31662;38175;31476;21639;21465;21181;21712;21756;21590;21433;21602;21595;26035;25695;25743;25747;21080;21022;28581;25625;25631;20152;21123;21155;25812;25832;25840;27246
45 | אכסאל: מרכז,55260;55571;56821;55262;52143;53901;55484;55259;52417;55296;55295;55681;55680;53850;52322;56012;56818;58849;55016;56837;58813;54803;54774;54802;54801;58810;58809;54804;54766;54767;51095;53972;55254;56241
605 | נתניה: תחנה מרכזית,21256;20004;20026;21221;21669;24068;21415;20050;20051;21532;20096;20118;20145
19 | סולם שונם: מרכז,58593;58666;54905;54902;55069;55050;51439;58601;56148;56766;55752;58918;56767;54540;54542;54543
19 | עפולה: מ.רפואי העמק,56767;54540;54542;54543;54541;56762;54536;58215;58879;55753;56764;58919;55379;56149;58950;56695;50094;55624;54905;54902;55240;56817
350 | שבלי: מרכז,52174;55210;55115;55125;55628;55624;55240;56817;55047;55049;56020;55400;56948;55333;55340;55509;56030;56771;56266;56772;56773;56776;56141;56777;56779;56780;56781;56783;56784;56799;56785;56786;56787;55503;56844;58861;54553;54557;54905;54902
412 | עפולה: תחנה מרכזית,55579;53602;55236;55054;55201;55202;55246;55200;55600;55443;55191;55370;55535;55390;55330;55374;55315;55339;55317;55214;55540;55523;55323;55377;55379;55212;55206;55250
350 | שבלי: הכניסה ליישוב,52174;55210;55115;55125;55628;55624;55240;56817;55047;55049;56020;55400;56948;55333;55340;55509;56030;56771;56266;56772;56773;56776;56141;56777;56779;56780;56781;56783;56784;56799;56785;56786;56787;55503;56844;54905;54902
350 | עפולה: תחנה מרכזית,58861;58797;58796;54552;54554;58799;58798;54558;55010;56796;56797;56798;56809;56801;56808;56807;56806;56805;56804;56803;56802;56770;56140;56771;56266;56772;56773;56768;55510;56711;55334;56947;55401;55326;55048;58666;55069;55661;55160;55116;55481;54905;54902
354 | נוף הגליל: הר יונה ג',52174;55115;55253;56876;54166;55320;51587;55362;55263;55417;56819;55048;55069
37 | יהוד מונוסון: מסוף יהוד,22955;22934;25655;21434;21209;25693;20335;21190;21281;21218;21486;21282;21379;31640;31713;31494;31164;31269;31642;31570;31668;31334;31052;31336;38136;31431;31070;31072;38127;31144;31350;31198;31343
605 | תל אביב יפו: תחנה מרכזית,30136;39237;39233;39222;39220;39215;39204;39203;39195;39190;39187;31857;39162;39161;39153;39588;39645;30017;20269;20142;20105;20064;20047;25071;39280;39453;39455;39294;39287;39286;39283;39281;39271;39269;32196
46 | כיסרא סומיע: כסרא,50093;50142;50158;50242;50263;50275;50285;50315;50363;50400;59151;50480;50497;50504;50505;50513;50537;50564;50579;50608;59321;50622;50615;50599;50640;50661;50638;50598;50633;50707;50717;54670;59497;59498;59499;54631;59500;59501;59502;54630;50756;50781;50832;59358;59359;59360;59361;59362;59363;59364;59365;59366;59367;59368;56667;59457;59458;59459;50469
46 | נהריה: תחנה מרכזית,59457;59458;59459;59460;59461;50760;56665;59349;59350;59351;59352;59353;59354;59355;55793;59356;59357;50812;50782;54670;59497;59498;59499;54631;59500;59501;59502;54630;50757;50716;50708;50625;50602;50652;50639;50665;59163;59164;59165;50615;50587;50612;50581;50565;50511;50507;50496;50485;50474;50436;59155;50399;50362;50297;50283;50274;50257;50210;50469;50151;50121
294 | פסוטה: מרכז,43112;41511;42985;42194;40297;43280;41200;43078;41205;43006;43036;40362;41522;42410;52378;52379;51553;51561;51575;51571;51572;51567;53078;53080;59429;52964;56046;50371;52965;50344;50357;50326;52389;50315;50363;50400;59151;50480;50497;50504;50505;50513;50537;50633;50709;50843;50869;50878;51629;50882;59279;50877;50872;50868;50847;50825;59318;59150;59452
295 | ראמה: צומת ראמה,43112;41511;42985;40297;43280;41200;43078;41205;43006;43036;40362;41522;42410;52378;52379;51553;51561;51575;51571;51572;52383;51577;52949;51578;51602;51603;59258;50563;50591;50650;50673;50695;50699;53707;50715;50719;50729;52159;54204;50817;54150;50881;50904
70 | זכרון יעקב: מרכז,47962;40144;40147;40181;40227;40247;40255;43681;40281;40420;40457;40463;40476;40488;40513;40544;40545;40528;40521;40533;41680;47129;40409;40820;40827;40301;40300;47366;40359;40423;40437;40402;40381;40390
70 | חדרה: תחנה מרכזית,42009;40339;40341;40343;40366;40401;40804;40421;40427;40404;40365;47366;40823;40821;40826;45643;40424;47723;47130;47131;40528;40521;47133;40541;40510;40486;40474;40462;40452;40410;40280;43682;40252;40246;40214;40180;47175;40116;47320;47558;47559;42752;47560;47877
600 | תל אביב יפו: תחנה מרכזית,30136;39237;39233;39231;39213;30829;30830;30027;33729;37876;39675;30017;20495;20269;20142;26966
600 | נתניה: תחנה מרכזית,21256;20004;20026;21221;21669;24068;21415;20050;20051;26749;20145;34201
601 | תל אביב יפו: תחנה מרכזית,36875;39247;39273;32196;39237;39233;39222;39220;39215;39204;39195;39190;39187;31857;39162;39161;39588;39645;30017;36657;30009;30832;30831;30833;39606;30000;20495;20154;20146;20269;20142;26966;20112;20105;20099
601 | נתניה: תחנת הרכבת,21256;20004;20026;21221;21669;24068;21564;21615;21415;20050;20051;21532;20096;20118;26749;20334;20145;20312;20153;30834;39607;39608;39609;30836;30007;30838;34201
604 | נתניה: תחנה מרכזית,20277;21613;21460;21750;21665;20138;20503;21394;21234;20104;20096;20118;26749;20334;20145;20312;20153;30834;39607;39608;39609;30836;30007;30838
40 | אבירים: מרכז,50093;50142;50158;50242;50263;50275;50285;50315;50363;50400;59151;50480;50497;50504;50505;50513;50537;50564;50579;50608;59321;50622;50615;50599;50640;50661;50638;50598;50633;50709;59144;59145;59146;59147;50794;59148;50772;50847;50825;59318;59150;59452;59450;59153;59309;59451
41 | מעלות תרשיחא: מעלה חסון,50093;50142;50158;50242;50263;50275;50285;50315;50363;50400;59151;50480;50497;50504;50505;50513;50537;50564;50579;50608;59321;50622;50615;50599;50640;50661;59324;58235;50689;59143;59084;59141;59142;50669;50644;50659
41 | נהריה: תחנה מרכזית,50640;50661;59324;58235;50689;59143;59084;59141;59142;50669;59077;50644;50659;50622;50615;50587;50612;50581;50565;50511;50507;50496;50485;50474;50436;59155;50399;50362;50297;50283;50274;50257;50210;50151;50121
42 | תחנה מרכזית,50093;50142;50158;50242;50263;50275;50309;50324;59933;55781;50315;50363;50397;50420;59300;50435;59341;59344;50426;50445;50449;59339;59302;59959;59289;50444;50421;50419;50362;50297;50283;50274;50257;50210;50151;50121
43 | נהריה: תחנה מרכזית,59437;59438;59439;59390;59440;59441;54637;59157;59936;59156;56966;59158;50553;59160;59938;50625;50602;50652;50639;50665;59163;59164;59165;50615;50587;50612;50581;50565;50511;50507;50496;50485;50474;50436;59155;50399;50362;50297;50283;50274;50257;50210;50151;50121
44 | בית ג'ן: מסעדת אלשריף,50093;50142;50158;50242;50263;50275;50285;50315;50363;50400;59151;50480;50497;50504;50505;50513;50537;50564;50579;50608;59321;50622;50615;50599;50640;50661;50638;50598;50633;50707;50717;50756;50781;59169;50823;59171;59172;50824;59174;58345;50832;59298;59178;50851;59954;50861;50863;50886
44 | נהריה: תחנה מרכזית,54794;50885;50860;59953;50853;55795;50812;50782;50757;50716;50708;50625;50602;50652;50639;50665;53339;59142;58236;50644;50659;50622;50615;50587;50612;50581;50565;50511;50507;50496;50474;59155;50399;50362;50297;50283;50274;50257;52603;50210;50151;50121;59163;59164;59165;50436
45 | כיסרא סומיע: כסרא,50093;50142;50158;50242;50263;50275;50285;50315;50363;50400;59151;50480;50497;50504;50505;50513;50564;50579;50608;59321;50622;50615;50599;50640;50638;50598;50633;50707;50717;50756;50781;50832;59169;59171;59172;50824;59174;58345;50806;59175;59306;59299;59310;59304;52539;52537;52535;56665;50761;50754
45 | נהריה: תחנה מרכזית,50737;50747;59315;50760;56667;56666;59308;50770;59307;52536;52538;59950;59951;50786;59169;50823;59171;59172;50824;59174;58345;50832;50812;50782;50757;50716;50708;50625;50602;50652;50639;50665;53339;59142;58236;50644;50659;50622;50615;50587;50612;50581;50565;50511;50507;50496;50485;50474;50436;59155;50399;50362;50297;50283;50274;50257;50210;50151;50121
45 | צפת: תחנה מרכזית,51184;56220;56221;56222;56223;51078;51820;51819;51818;51026;59981;56123;56218;56219;50977;59979;59984;59985;59986;59987;50981;59977;51006;50991;51213
47 | ירכא: מכללת מזרח התיכון,50093;50142;50158;50242;50263;50275;50285;52390;59269;59186;50319;50325;50353;52384;50345;52966;59206;59207;59208;59477;59476;59475;54831;54830;53303;59431;53304;59432;59433;58953;56162
47 | נהריה: תחנה מרכזית,52998;52999;58966;59399;53305;59400;53306;59401;53307;59221;59222;59189;59188;50366;59223;50374;50377;58458;59404;59405;57844;50371;52965;50344;50357;50326;52389;59268;50297;50283;50274;50257;50210;50151;50121
65 | דייר אל אסד: מרכז,52542;52546;52548;52550;59194;59195;59200;59199;51608;50817;52167;53125;59311;50790;52145;55137;50738;50739;50731;52272;53503;50702;50683;50651;50592;50578;50559;56111;52747;53074;50534;50532;59228;59229;59230;59231;59233;59234;59235;59236;55656;59994;59995;59996
156 | בנימינה גבעת עדה: תחנת הרכבת,52174;55043;55641;55345;55366;55505;55531;55406;55335;55232;55665;55357;55381;55455;55402;51531;52656;52257;56343;55498;45500;43201;40804;57879;57878
156 | עפולה: תחנה מרכזית,40820;40827;40301;40300;40824;40359;40415;40423;46008;42970;40433;45501;55499;56342;52256;55521;55513;55403;55456;55382;55232;55665;55358;57879;57878;55336;55407;55532;55506;59566;55346;55091;55092
348 | מגדל העמק: כיכר העיר,52174;55115;55253;56876;54166;55320;51587;55362;55263;55417;55331;56371;55318;55640;52268;55082;52511;52269;55300;56749;55385;55444;55208;55048;55069;55050
348 | עפולה: תחנה מרכזית,55231;52269;55300;56749;55385;55444;56713;55434;55084;55380;55109;56374;56372;55332;55418;55264;51588;55344;55321;56013;56877;55160;55116;55481
356 | נוף הגליל: צומת הר יונה ג,52174;55210;55115;55253;56876;54166;55320;51587;55362;55263;55417;56819;55048;55069;55050
356 | עפולה: תחנה מרכזית,50905;51113;51114;54055;51117;51118;51119;51120;51121;54050;54048;56736;55435;55149;55038;55439;55044;55068;55297;55227;55258;55071;55045;55254;55076;55463;55127;51152;55229;55207;55105;55111;56241;56821;55262;56795;55312;55418;55264;51588;55344;55321;55571;57110;51038;54237;54220;53984;53979;51074;53947
68 | קרית אונו: מסוף קרית אונו,22955;20160;22986;21244;20139;23017;21221;21669;21764;27010;28665;21644;21195;26290;21540;21684;22980;21370;21616;21161;25114;21711;22942;21258;38129;38139;31348;38140;31673;31159;31442;38110;35333;31671;35329;31463;31621;31563;31138;31447;31203;31429
69 | רמת גן: שער מזרחי שיבא,20001;28665;21644;21195;26264;26290;21540;21684;22980;21370;21616;21161;25114;21711;32895;32896;32917;36540;32899;36550;36560;32900;32901;32902;32903;32904;32940;32941;32942;32943;32567;31903;31901
69 | תל אביב יפו: רכבת מרכז,38160;31902;31900;32906;32907;32908;35937;32909;32910;32911;32912;32913;32899;36550;36560;36541;32897;32918;35430;21257;21280;21631;26583;27059;21730;21365;21500;21470;20036;21654;21503;20801;21189
76 | אור יהודה: מסוף אור יהודה,33599;32800;35336;31291;38162;31612;31582;31692;31211;31496;31373;31372;31659;31178;31176;31177;33575;30607;31418;31823;31419;36640;31192;31481;31425;35337;38153;31054;38106;38111;38110;35333;38121;31066;38123;31138;31429;31338;31337;31207;31335;31408;38135
76 | פתח תקווה: מסוף משה ארנס,35315;31171;31409;31725;31661;31676;31604;38120;31129;36596;31065;38115;36593;38107;31055;31053;38154;31331;35328;36635;36639;38112;38109;30608;33576;31174;31175;31651;31471;35338;31693;31674;31658;31687;31378;32436;36764;31608;31169
78 | אור יהודה: מסוף אור יהודה,33599;32800;35336;32378;31458;31582;31692;31211;31496;38163;33560;35291;31592;32479;31643;31741;32425;31745;31478;31577;31757;31601;31464;31636;38161;38136;31431;31070;31072;38127;31144;31350;31198;31343;31333;38167;31638;34052;31571;31338;31337;31207;31335;31408;38135
78 | פתח תקווה: מסוף משה ארנס,35315;31171;31409;31725;31661;31676;31642;31570;31668;31334;31344;31482;31143;38126;38105;38104;31432;31459;31462;31170;31410;31626;31185;31648;31456;31578;31743;31598;31645;31593;35288;32492;31607;31693;31674;31658;31687;31652;31597;38137;33607
137 | יהוד מונוסון: מסוף יהוד,26682;21394;27070;26695;26696;27072;26703;26427;26424;21455;21163;21270;21390;28609;28607;30987;31609;35619;32270;31366;35255;35485;35493;35484;38467;38438;31159;31442;38110;35333;38121;31066;38123;31138;31429;31337;36578;36576;31334;31052;31336;31070;31072;38127;31144;31350;31198;31343
137 | תל אביב יפו: אוניברסיטת תא,31344;31482;31143;38126;38105;38104;31071;31736;31051;31333;38167;31321;36577;31898;31676;31604;38120;31129;36596;31065;38115;36593;31067;38113;35488;39789;35441;35491;38469;38468;32277;32260;32299;32454;32453;28608;21450;21449;21466;26323;26426;26702;26704;21761;27071;20396;27069;21547
3 | תחנת הרכבת,18059;14906;14908;14909;14913;14917;14932;14933;14537;14922;14919;11995;15300;11781;14542;14541;15289;15299;14928;11412;11416;11417;11428;11429;14927;11543;14905;14936;12807;15298;15290;12140;12617;12620;12619;14533;11692;13461;12831;11360;12381;11697;12545;18319;12116;15914;15942;15928;15943;15921;15939;18046;13596;12843;12696;12113;12332;12700;12703;11527;10603;15209;14802;18144;18440;14744;10099;15224;15164;18364;15207;15867;15866;15216;15225;18148;18149;14811;14815;15184;11398;10079;14762;12132;10090;15194;15196;1915;1908;1906;1925;1674;1677;1617;1559;401;5197;674;5202;5657;1456;1465;5314;539;5307;5308;5311;1134;5327;5334;5387;5392
5 | פארק אופקים,11354;18058;18059;15291;10836;15294;10837;11995;15300;11781;14542;14541;15289;15299;14928;11412;11416;11417;11428;11429;14927;11543;14905;14936;12807;15298;15290
49 | טירת כרמל: מרכז לבריאות הנפש,42658;42502;42362;40964;40958;40898;42470;40899;42463;41963;41962;41964;47045;43797;43653;43655;43657;43662;43665;47044;41948;40903;40902;42474;42475;42476;42477;40887;42943;40886;42942;42482;42486;42103
7 | גבעה א,61305;61418;61441;61442;63727;63728;60000;60284;60055;60147;60148;60149;60150;60151;63882;60339;60177;60340;60051;60052;60102;60103;60092;60093;60190;60191;60192;60195;60194;63886;60072;60073;60074;60075;60076;60077;60078;60079;60080;60081;60082;60083;60084;60085;60086;60087;60064;60065;60066;60067;60068;60069;60070;61245;61247;61444;61479
65 | מצפה רמון: מרכז,13949;19429;15356;13907;13933;13442;15993;16422;14400;13953;14401;15994;13985;13989;14030;14041;16424;13884;13870;13823;16432;13834;13866;16433;13901;13895;13890;13841;16434;12668;13828;13855;13838;13862;13880;14001;16436;18510;13939;13932;13914;16437;13936;13948;13946;16459;13931;13942;13966;13967;13976
10 | אזור תעשיה דרומי,15010;12233;14735;14737;15706;15837;15838;15760;14679;14677;14675;15762;15824;15765;15798;11806;11804;15826;11321;11322;11323;11803;15726;15001;15003;19163;15143;15141;15147;15133;15134;14983;15842;19153;15701;15702;15129;10096;15846;10160;15156;15850;19889;15832;14733;15098;15102;14729;15809;11794;11784
15 | קצרין: קניון לב קצרין,53226;54304;54428;54425;52952;54423;54420;53151;53062;53081;59863;59001;53182;53183;54414;53184;53060;54411;54319;53388;54320;53496;54321;53497;54318;54322;53390;53391
226 | מעבר הזיתים,6054;439;1303;437;433;429;428
226 | מרכזית ס.סולימאן,63471
278 | מרכז,65297;6195
281 | מעבר קלנדיה,65296
256 | מרכזית ס.סולימאן,6054;439;434;673;5678;5677;5785;97;5773;95;94;91;5762;829;5765;5766;815;760;817;819;753;5990;381;491
286 | מרכזית ס.סולימאן,6054;383;522;523;6290;802;801;767;764;804;762;761;806;812;760;817;819;753;5990;381;491
285 | א זעים,6303;1415;732;735;737;736;846;744;867;866;865;863;862;491;5769;439;864;5736;868;745;843;733;734;738;731
214 | אום ליסון,289;275;285;5779;286;5807;266;2295;2298;5782;5783;5784;283
51 | לב העיר,35150;35054;35052;35004;35005;35006;35007;35008;35009;35010;35011;34158;34159;35154;35155;35156;34160;34161;34162;34163;34204;34205;37560
7 | גבעה ב,60168;60169;60154;60127;60128;61206;60104;60105;60106;60126;60112;60113;60137;60138;60160;60161;60162;60163;60164;60165;60166;60167;60283;63887;60180;60183;60184;60201;60058;60059;60060;60124;60125;60100;61359;60101;61146;60289;60338;63883;60130;60131;60132;60133;60134;63724;61243;60275;63725;63726;61440;61419;61304;61420;61480;61443
13 | כרמי גת,15167;15177;15174;15171;12194;15169;15168;15226;12192;15878;11586;18416;12193;19489;12449;15197;10091;15191;15861;10083;10000;10011;11397;15183;14814;14812;18150;18151;15218;15217;15876;15868;12280;15222;15223;15161;14743;14804;14803;14801;15212;15219;18137;12702;12699;12333;12697;12695
276 | ראש העין: תחנת רכבת קסם,33567;35552;35566;35571;31152;35585;31156;31165;35628;35627;38597;35594;38591;35587;35569;35560;38530;38525;32022;32647;32612;39650;37553;32615;32619;32616;32675;32677;32604;32605;32569
276 | אלעד: מסוף אוטובוסים,32052;39707;34719;32603;32676;32674;32620;32614;32625;35366;35861;32613;30168;32011;38585
5 | מסוף אוטובוסים,35629;35625;35624;31173;38598;35645;35639;35587;35569;31139;35559;38604;31128;35540;38527;35558;35554;30884;30850;35566;35571;35637;35520;35521;35585;31157;38520;35576;31154;30901;35588;38529;35626
51 | עירייה,31654;34219;38425;35138;35064;35035;34170;35041;35042;35151;35152;35043;35044;35045;35047;34132;34133;34134;34135;34136;34137;34138;34139;34140;34141;34142;31632;34154;34187
53 | אולפנה,38096;34109;34110;34111;34112;34113;34114;34115;35019;35020;35021;35022;35023;35024;35025;35026;35053;35034;35054;35052;34142;35003;34155;33093;34219;35006;35007;35008;35009;35010;35011;34158;35012;34082;34203;34083;34084;35064;35035
7 | קריית חינוך,48007;48008;48009;48010;48011;48085;48052;48013;48014;48059;48083;48082;48081;48016;48080;48017;48018;48046;48045;48020;48044;48021;48023;48025;48039;48040;48028;48038;48029;48037;48030;48032;46103;46104;46100;46152;48065;46156
504 | מודיעין מכבים רעות: לב העיר,31995;30166;30167;32054;31849;31848;32063;35419;39997;32764;32760;32766;32769;32768;33370;33378;33379;33380;33381;32762;33386;33846;35109;35078;35079;35080;37776;35081;35139;37563;34101;35034;37562
504 | שוהם: מסוף שוהם,31654;34101;35034;34096;34216;34017;38584;35664;34019;34020;34021;33664;33690;38565;38052;32767;33339;33340;33341;39557;33342;33343;33371;32770;32056;33630;32765;35439;39998;35517;31849;31848;32028;32055;30167;34098;37560;31660
8 | בסמ''ה: מרכז,48033;46103;46104;46105;46134;46135;46136;47774;46106;47777;47780;47783;47761
68 | תל אביב יפו: תחנה מרכזית,33550;31447;31203;38120;31267;31620;31323;31473;38115;36593;31017;31102;31707;31352;31346;36526;35334;30530;21627;21257;21280;21631;26583;27059;21730;21365;21500;21470;20036;21654;21503;20801;21705;21472;21675;20750;25141;27117
62 | אזור תעשיה סגולה,31345;32269;38315;38316;38313;32241;32240;32237;32392;38292;32444;31693;31674;31658;31687;31378;32436;36764;32399;32401;32403;32405;32398;32340;32341;38289;38288;32466;38261;38264
99 | מ.רפואי רבין,38305;38306;38307;38309;32386;32387;35429;32477;32475;38331;38333;32356;32437;32352;38304;31593;31191;32481;32349;32245;32350;31597;31291;36720;32263;32271;31345;32269;32266;32262;32268;35348;36764;35621;32378;32244;32348;32246;32480;32482;32483;31592;32479;32353;32354;32358;32351;38330;38332;32474;32473;32478
